,index,TimeBin,Mean,MeanError,SD,SDError,Var,VarError,Npoints,RMS,RMSError
0,0,5.596906821882588,-1.3263254110347147,0.011217478810767083,31.5812910897075,0.007931955334909813,997.3779468928383,0.5010027806846903,7926277.0,31.5812910897075,0.007931955334909813
1,10,6.227570384230825,-1.2919603673442928,0.0272454828488388,31.750890233363492,0.019265465679115686,1008.1190306110972,1.2233913721444678,1358072.0,31.750890233363492,0.019265465679115686
2,20,6.858233946579061,-1.222200470864204,0.02694502280694852,31.784666869201757,0.019053008346019477,1010.2650479861319,1.2111870462686996,1391484.0,31.784666869201757,0.019053008346019477
3,30,7.488897508927296,-1.2165626710376345,0.026814050668398287,31.7837225310708,0.018960397058704108,1010.2050179320977,1.2052639983855644,1405027.0,31.7837225310708,0.018960397058704108
4,40,8.119561071275532,-1.0848331898131973,0.026820909568291203,31.81945718371202,0.018965247033329868,1012.4778554660826,1.2069277319111225,1407468.0,31.81945718371202,0.018965247033329868
5,50,8.750224633623768,-1.0515957629840382,0.026943753945138083,31.82266085427534,0.01905211112522893,1012.6817438462282,1.212577741792253,1394944.0,31.82266085427534,0.01905211112522893
6,60,9.380888195972004,-0.9612019540437856,0.027082188474550642,31.83453369503148,0.01914999911972692,1013.4375355800948,1.2192625844735399,1381750.0,31.83453369503148,0.01914999911972692
7,70,10.01155175832024,-0.8293770255882265,0.027216314230620913,31.826846766859457,0.019244840351375983,1012.9481751211523,1.2250051698318343,1367504.0,31.826846766859457,0.019244840351375983
8,80,10.642215320668475,-0.739975268917286,0.027375502928633354,31.85174764317083,0.019357403759228838,1014.5338279242386,1.2331342791318467,1353762.0,31.85174764317083,0.019357403759228838
9,90,11.27287888301671,-0.6825618466769089,0.027508225161503787,31.85756522474843,0.019451252550105737,1014.9044620491004,1.2393390936360957,1341220.0,31.85756522474843,0.019451252550105737
10,100,11.903542445364947,-0.5352305809881484,0.02763376857637564,31.83592440890796,0.019540025150094942,1013.5260829697015,1.244149527253166,1327256.0,31.83592440890796,0.019540025150094942
11,110,12.534206007713182,-0.44437455494896266,0.027757629302270905,31.824046336357842,0.019627607909298177,1012.7699252186509,1.2492598071547376,1314456.0,31.824046336357842,0.019627607909298177
12,120,13.164869570061418,-0.3601168801493769,0.02792743742582696,31.839642610760592,0.019747680384965223,1013.7628415809614,1.2575181716976396,1299793.0,31.839642610760592,0.019747680384965223
13,130,13.795533132409654,-0.2279027856723518,0.028020521577105415,31.819803764422208,0.01981350081955521,1012.4999116063376,1.2609234159289309,1289563.0,31.819803764422208,0.01981350081955521
14,140,14.42619669475789,-0.1355922939650517,0.028188709711454568,31.855449597274188,0.01993242778986861,1014.7696690444762,1.2699128976229337,1277077.0,31.855449597274188,0.01993242778986861
15,150,15.056860257106125,-0.07888914726106737,0.028318817593028154,31.842316197511114,0.020024427955215113,1013.9331008222786,1.275248333248481,1264326.0,31.842316197511114,0.020024427955215113
16,160,15.687523819454361,-0.04228431281636045,0.02846982097362968,31.84209159989965,0.020131203469620544,1013.9187974563998,1.28203924979175,1250932.0,31.84209159989965,0.020131203469620544
17,170,16.318187381802595,-0.00892821195807123,0.02855887897545955,31.826253574251854,0.02019417698663337,1012.9104165725789,1.2854099949998297,1241906.0,31.826253574251854,0.02019417698663337
18,180,16.94885094415083,0.05293660022734929,0.028751692302139944,31.838939137744006,0.020330516597432215,1013.718045416967,1.2946041611690773,1226282.0,31.838939137744006,0.020330516597432215
19,190,17.579514506499066,0.08881545371241195,0.028867709827329037,31.84351784200087,0.020412553376229905,1014.009628553828,1.3000150152735441,1216795.0,31.84351784200087,0.020412553376229905
20,200,18.210178068847302,0.15217441968863116,0.029027628231686576,31.817034869174833,0.020525632764387652,1012.323707866287,1.3061295467527987,1201424.0,31.817034869174833,0.020525632764387652
21,210,18.840841631195538,0.18117870579099674,0.029119500837275904,31.815410125246157,0.020590596506805142,1012.2203214376156,1.310196545174933,1193733.0,31.815410125246157,0.020590596506805142
22,220,19.471505193543774,0.22491839066043545,0.02930868630270902,31.837544463762047,0.02072437083231483,1013.6292374820255,1.3196261557146334,1180012.0,31.837544463762047,0.02072437083231483
23,230,20.10216875589201,0.25949819501069055,0.0294371604838454,31.831072828388862,0.020815215797003756,1013.2171974061957,1.3251412999461136,1169259.0,31.831072828388862,0.020815215797003756
24,240,20.732832318240245,0.2543053452893888,0.0295562620429216,31.82270728221016,0.020899433317076423,1012.6846987692317,1.330153097626787,1159245.0,31.82270728221016,0.020899433317076423
25,250,21.36349588058848,0.3151540234702464,0.02971939430079127,31.805028739652016,0.02101478524284634,1011.5598531300907,1.336751697212686,1145280.0,31.805028739652016,0.02101478524284634
26,260,21.99415944293672,0.29243249144257993,0.02986489826159422,31.828976813241844,0.021117672080219606,1013.083764977887,1.3443077899819091,1135856.0,31.828976813241844,0.021117672080219606
27,270,22.624823005284956,0.31120901628414205,0.029995030893237743,31.813092328167144,0.021209689746508397,1012.0728434804872,1.3494916363149032,1124898.0,31.813092328167144,0.021209689746508397
28,280,23.25548656763319,0.33883019812506665,0.030162767271461003,31.844212088813205,0.02132829727700173,1014.0538435573171,1.3583656439642005,1114599.0,31.844212088813205,0.02132829727700173
29,290,23.886150129981427,0.41728004211500414,0.03029404685190398,31.797855898097595,0.02142112595856429,1011.10363971618,1.36229175281085,1101745.0,31.797855898097595,0.02142112595856429
30,300,24.516813692329663,0.4063950871208938,0.030416541520210612,31.798948565848544,0.021507742769183106,1011.1731298934814,1.3678472121695093,1092964.0,31.798948565848544,0.021507742769183106
