,index,TimeBin,Mean,MeanError,SD,SDError,Var,VarError,Npoints,RMS,RMSError
0,0,5.596906821882588,-1.653196852208714,0.007290523353709925,38.63106405656051,0.005155178501807179,1492.3591101420816,0.39830006185263356,28077338.0,38.63106405656051,0.005155178501807179
1,10,6.227570384230825,-1.8298310491287881,0.025625662550555817,37.87419176584073,0.018120079761896175,1434.4544019156774,1.3725667514287707,2184422.0,37.87419176584073,0.018120079761896175
2,20,6.858233946579061,-1.7943037561511879,0.027029987964592866,37.55236839381607,0.01911308778515438,1410.1803719848758,1.4354834273029264,1930114.0,37.55236839381607,0.01911308778515438
3,30,7.488897508927296,-1.822801204907448,0.028455159251839276,37.18834580653607,0.020120836066718675,1382.9730638265091,1.4965212191315145,1708015.0,37.18834580653607,0.020120836066718675
4,40,8.119561071275532,-1.6360390976934092,0.02977768014823811,36.89095249949107,0.021055999560823206,1360.9423763197065,1.5535517592552675,1534822.0,36.89095249949107,0.021055999560823206
5,50,8.750224633623768,-1.4396376614997062,0.03071776809176583,36.63997557104529,0.02172074212060337,1342.4878098467955,1.591694921367764,1422758.0,36.63997557104529,0.02172074212060337
6,60,9.380888195972004,-1.2499915340955092,0.0312939798065836,36.47313010829034,0.022128185331550147,1330.289219896275,1.6141683653159806,1358390.0,36.47313010829034,0.022128185331550147
7,70,10.01155175832024,-1.0872865585942955,0.031653742855957706,36.35010315570654,0.022382576223382925,1321.3299994305066,1.6272179092208676,1318746.0,36.35010315570654,0.022382576223382925
8,80,10.642215320668475,-0.879893614806328,0.03188240598816919,36.30672588670374,0.022544265474777024,1318.178344612243,1.6370169338196168,1296797.0,36.30672588670374,0.022544265474777024
9,90,11.27287888301671,-0.6610755869066868,0.03208553442358497,36.25009422697648,0.022687898968911335,1314.0693314646737,1.6448769508703167,1276438.0,36.25009422697648,0.022687898968911335
10,100,11.903542445364947,-0.5607038494537168,0.03224054062800905,36.23945763218062,0.022797504907185597,1313.298289474614,1.6523384264067642,1263452.0,36.23945763218062,0.022797504907185597
11,110,12.534206007713182,-0.41980206877271353,0.03238463365302851,36.23535168616309,0.022899394062298527,1313.0007118199226,1.6595351944948444,1251950.0,36.23535168616309,0.022899394062298527
12,120,13.164869570061418,-0.3724868935339266,0.032520891486635645,36.23376096581269,0.022995742900431923,1312.8854337276516,1.666444502971069,1241372.0,36.23376096581269,0.022995742900431923
13,130,13.795533132409654,-0.3311492171829032,0.032695696244924556,36.237453032671986,0.023119348530401693,1313.153002295108,1.6755726130328108,1228384.0,36.237453032671986,0.023119348530401693
14,140,14.42619669475789,-0.20635845132514063,0.032887205530431854,36.27986477350232,0.02325476604484409,1316.2285879836145,1.6873595348927541,1216963.0,36.27986477350232,0.02325476604484409
15,150,15.056860257106125,-0.1970985676694461,0.03305869616981317,36.24456005267709,0.02337602823886064,1313.6681334121158,1.6945077185929198,1202027.0,36.24456005267709,0.02337602823886064
16,160,15.687523819454361,-0.1421642214967882,0.033211206662477476,36.20266793326611,0.023483869442425663,1310.6331654863343,1.7003574544246232,1188261.0,36.20266793326611,0.023483869442425663
17,170,16.318187381802595,-0.12556179918732793,0.03336795359512124,36.16824511164387,0.023594706261428264,1308.141954455951,1.7067582388011517,1174886.0,36.16824511164387,0.023594706261428264
18,180,16.94885094415083,-0.07675438596491446,0.03360037610976484,36.147009143474584,0.023759053797633187,1306.6062700184352,1.7176374697267027,1157328.0,36.147009143474584,0.023759053797633187
19,190,17.579514506499066,-0.10510553984504457,0.033807121055018895,36.114060485875505,0.02390524455039837,1304.2253647774744,1.7266308952454648,1141133.0,36.114060485875505,0.02390524455039837
20,200,18.210178068847302,-0.10932803537667758,0.03404829333850073,36.08881390420535,0.02407577910748262,1302.4024890123658,1.7377326236173911,1123452.0,36.08881390420535,0.02407577910748262
21,210,18.840841631195538,-0.10536126623877262,0.034257192937607796,36.06335583317888,0.024223493430598375,1300.5656339504771,1.7471609262206806,1108227.0,36.06335583317888,0.024223493430598375
22,220,19.471505193543774,-0.06841711458168351,0.034478912196909905,36.02858252874803,0.024380272622370556,1298.058759030808,1.7567733284969076,1091911.0,36.02858252874803,0.024380272622370556
23,230,20.10216875589201,-0.04357129947587257,0.034678882201189996,36.02157776797974,0.02452167276843091,1297.5540648946123,1.7666186852579704,1078935.0,36.02157776797974,0.02452167276843091
24,240,20.732832318240245,-0.036278571831041974,0.03488317316628656,35.996662875897364,0.024666128295185837,1295.7597382010074,1.775796609390875,1064860.0,35.996662875897364,0.024666128295185837
25,250,21.36349588058848,0.0758573260508177,0.035090736542121755,36.00436112538962,0.02481289776576487,1296.3140200474672,1.7867450634519433,1052750.0,36.00436112538962,0.02481289776576487
26,260,21.99415944293672,0.01534127244759187,0.03529649810703561,36.0201757570265,0.02495839316362302,1297.4530615670797,1.7980114167333396,1041426.0,36.0201757570265,0.02495839316362302
27,270,22.624823005284956,0.04172822153336284,0.035499585202203254,36.006398207419736,0.025101997425787538,1296.460711871279,1.8076650302290622,1028757.0,36.006398207419736,0.025101997425787538
28,280,23.25548656763319,0.0013213436895139097,0.03561697730207889,35.97711409393454,0.02518500617566732,1294.3527385279833,1.8121676812768583,1020325.0,35.97711409393454,0.02518500617566732
29,290,23.886150129981427,0.1231864333527973,0.03581007674131797,35.96777727395604,0.025321548098596602,1293.6810020289083,1.8215196044841753,1008827.0,35.96777727395604,0.025321548098596602
30,300,24.516813692329663,0.001350840893943328,0.03599975837863177,35.964551398987005,0.02545567327060776,1293.4489573303783,1.8310037394731853,998045.0,35.964551398987005,0.02545567327060776
