,loss,accuracy
0,2.2397572994232178,0.31619998812675476
1,1.790741205215454,0.4453999996185303
2,1.6083312034606934,0.47859999537467957
3,1.4952775239944458,0.5338000059127808
4,1.4186655282974243,0.5582000017166138
5,1.332732915878296,0.5867999792098999
6,1.2712005376815796,0.6140000224113464
7,1.193627119064331,0.6385999917984009
8,1.159138560295105,0.6642000079154968
9,1.1577496528625488,0.6629999876022339
10,1.0543956756591797,0.7053999900817871
11,1.0032142400741577,0.7142000198364258
12,1.0101503133773804,0.7152000069618225
13,0.983040988445282,0.7242000102996826
14,0.9370302557945251,0.7325999736785889
15,0.8358460664749146,0.7605999708175659
16,0.8374205827713013,0.7545999884605408
17,0.9601651430130005,0.725600004196167
18,0.929006040096283,0.7332000136375427
19,0.9250040054321289,0.7287999987602234
20,0.9000869989395142,0.743399977684021
21,0.9378114938735962,0.724399983882904
22,0.8743433356285095,0.7429999709129333
23,0.9079099893569946,0.7278000116348267
24,0.9123571515083313,0.7170000076293945
