,set,e,calo,diff,err
200,1A,2700-2900,9,0.06444289783134494,0.06922696949742826
201,1A,2700-2900,10,0.1359492752606668,0.06552242965152866
202,1A,2700-2900,11,0.07816832836577103,0.05376871571719283
203,1A,2700-2900,12,0.011036403297398412,0.039852693635529
204,1A,2700-2900,13,-0.007818883081417316,0.034260218671228394
205,1A,2700-2900,14,0.04568652157388087,0.038623814822553226
206,1A,2700-2900,15,0.09303820380796046,0.0700856941781017
207,1A,2700-2900,16,0.025460056386527707,0.06306499931343579
208,1A,2700-2900,17,0.23528175126779516,0.06278632419550696
209,1A,2700-2900,18,-0.03899077670413087,0.03548670084800382
210,1A,2700-2900,19,0.050650949235309994,0.037319314138493265
211,1A,2700-2900,20,-0.017981932909638232,0.046375650796547215
212,1A,2700-2900,21,0.09736490196690362,0.07214583988761088
213,1A,2700-2900,22,0.02844615263290695,0.0866500763359228
214,1A,2700-2900,23,0.08677000211147975,0.056773999178276295
215,1A,2700-2900,24,0.10364288316381876,0.07018053379224698
216,1C,1100-1300,1,0.016871938980106138,0.007102222395309485
217,1C,1100-1300,2,0.01717377256186345,0.008774010676171225
218,1C,1100-1300,3,0.009716881665111199,0.006399131663898428
219,1C,1100-1300,4,0.0058193981732497235,0.007022953445972296
220,1C,1100-1300,5,0.023167140304052314,0.007386049906893004
221,1C,1100-1300,6,0.014219837994196793,0.007145026293410883
222,1C,1100-1300,7,0.027282336582451938,0.007182205736738711
223,1C,1100-1300,8,0.01636500309492428,0.007100279385176491
224,1C,1100-1300,9,0.024495100754195198,0.008159157045686155
225,1C,1100-1300,10,0.017949787139801,0.007378536282891055
226,1C,1100-1300,11,0.03341601772669367,0.007311321438388334
227,1C,1100-1300,12,0.047287485427500275,0.007434254149542877
228,1C,1100-1300,13,0.025116365563880305,0.007302042055065524
229,1C,1100-1300,14,0.04165404799313677,0.007190742365381367
230,1C,1100-1300,15,0.0564289706243396,0.007550099854347979
231,1C,1100-1300,16,0.03529996712730665,0.007283657831952159
232,1C,1100-1300,17,0.037791374832294444,0.0073259721829601835
233,1C,1100-1300,18,0.03526199005159003,0.007219867475473357
234,1C,1100-1300,19,0.032969471079663526,0.007013463501471055
235,1C,1100-1300,20,0.036789248210398307,0.007054898732922033
236,1C,1100-1300,21,0.03877655662381452,0.006703152055829262
237,1C,1100-1300,22,0.023196158509439346,0.00694163015033431
238,1C,1100-1300,23,0.03594927261833192,0.0074675899052226834
239,1C,1100-1300,24,0.035291561288728235,0.0074148837137858825
240,1C,1300-1500,1,0.009101715478358696,0.006871434920934559
241,1C,1300-1500,2,0.00398890506900898,0.008061445137613822
242,1C,1300-1500,3,-0.000490423489755365,0.006907206782612741
243,1C,1300-1500,4,0.005391947323204249,0.007507213238796439
244,1C,1300-1500,5,0.018727253830858492,0.007309064410132585
245,1C,1300-1500,6,0.015126816810431709,0.00752807428148562
246,1C,1300-1500,7,0.027358937119032367,0.007808311024724844
247,1C,1300-1500,8,0.01216311668863046,0.007580767498598693
248,1C,1300-1500,9,0.02860148278335739,0.007968356225098092
249,1C,1300-1500,10,0.02767952440715621,0.0075933482045131015
250,1C,1300-1500,11,0.050689677891506635,0.007657076306937626
251,1C,1300-1500,12,0.0391324789916484,0.007107823052589202
252,1C,1300-1500,13,0.032170199301221114,0.00668922337402592
253,1C,1300-1500,14,0.033319703623431174,0.007282084323548933
254,1C,1300-1500,15,0.05139732739124758,0.0075489723430821375
255,1C,1300-1500,16,0.027640429521248344,0.00687840013747793
256,1C,1300-1500,17,0.04064883674799913,0.007332174065419657
257,1C,1300-1500,18,0.03865901797742022,0.007482379934635307
258,1C,1300-1500,19,0.03666095734833741,0.006507284069914854
259,1C,1300-1500,20,0.02663437787988332,0.006895648091353292
260,1C,1300-1500,21,0.027487474550251245,0.007400117952858643
261,1C,1300-1500,22,0.026570640944302282,0.0072197173992680835
262,1C,1300-1500,23,0.03879437349168657,0.0076730052046746966
263,1C,1300-1500,24,0.03278699839561805,0.007792581126561991
264,1C,1500-1700,1,0.023275356096110755,0.0072734203165510485
265,1C,1500-1700,2,0.012107784222644608,0.008037706429191094
266,1C,1500-1700,3,-0.0008938636827162671,0.007825802888517759
267,1C,1500-1700,4,0.024588153755656705,0.0075040816271935065
268,1C,1500-1700,5,0.008102925265368377,0.00788190742975946
269,1C,1500-1700,6,0.03239041291201272,0.008009450901855727
270,1C,1500-1700,7,0.032996223133396896,0.007759130884817613
271,1C,1500-1700,8,0.015540929214327703,0.007610500970684899
272,1C,1500-1700,9,0.017083391014658417,0.007870382959134038
273,1C,1500-1700,10,0.028167906455174307,0.007645531323366519
274,1C,1500-1700,11,0.03789139182717094,0.007715134962296508
275,1C,1500-1700,12,0.027095604742377655,0.006859891349673553
276,1C,1500-1700,13,0.029235193338076115,0.006895469967509212
277,1C,1500-1700,14,0.03512954611667285,0.007235131005654637
278,1C,1500-1700,15,0.047376762783882476,0.007306484574091998
279,1C,1500-1700,16,0.04069704702356336,0.007784532332982221
280,1C,1500-1700,17,0.03316414747468999,0.007296109831757425
281,1C,1500-1700,18,0.037080262704922484,0.007301039148373896
282,1C,1500-1700,19,0.014602149448475488,0.006807338385562194
283,1C,1500-1700,20,0.037332201365304685,0.007241181472329269
284,1C,1500-1700,21,0.029956680967090143,0.0075833222899320705
285,1C,1500-1700,22,0.02915832654081818,0.0077217739997022805
286,1C,1500-1700,23,0.03198063778574978,0.0077373321392236565
287,1C,1500-1700,24,0.01499751260035842,0.007385227829716844
288,1C,1700-1900,1,0.018141756164086087,0.0077511379645450705
289,1C,1700-1900,2,0.019301673246262543,0.009334121752726682
290,1C,1700-1900,3,0.00883120040791141,0.00720959157961744
291,1C,1700-1900,4,0.0018262620489633008,0.007958150878043059
292,1C,1700-1900,5,0.016612821170830294,0.008217827169753384
293,1C,1700-1900,6,0.03736045225878404,0.008206394844511066
294,1C,1700-1900,7,0.025252477677227603,0.007999268372381147
295,1C,1700-1900,8,0.024244652253889498,0.008250986054518584
296,1C,1700-1900,9,0.028770181685693785,0.008969339417801205
297,1C,1700-1900,10,0.034613648007954745,0.008003957337182808
298,1C,1700-1900,11,0.020468215272950174,0.0075512400824994975
299,1C,1700-1900,12,0.029862990507377687,0.0078392013436784
300,1C,1700-1900,13,0.013776122031383231,0.006834829439647939
301,1C,1700-1900,14,0.01865850439582084,0.007253365172644753
302,1C,1700-1900,15,0.03723863416778295,0.007805992642277503
303,1C,1700-1900,16,0.04349613831304566,0.008085430992578075
304,1C,1700-1900,17,0.03514276728829069,0.007631821465391179
305,1C,1700-1900,18,0.0403671782047319,0.007552884160754884
306,1C,1700-1900,19,0.009185116625479911,0.006474139244185097
307,1C,1700-1900,20,0.04142203427867308,0.007751510273322512
308,1C,1700-1900,21,0.015278536927286646,0.007491500670488863
309,1C,1700-1900,22,0.046988170077085556,0.007463146033357184
310,1C,1700-1900,23,0.02750129495183007,0.007389698461606985
311,1C,1700-1900,24,0.009642900640604024,0.007583098318235969
312,1C,1900-2100,1,0.0301142543336671,0.0076315337734679705
313,1C,1900-2100,2,-0.00309510585822953,0.010489805836187596
314,1C,1900-2100,3,0.008182706321626432,0.00798150945179303
315,1C,1900-2100,4,0.008849617970717705,0.007702678581620759
316,1C,1900-2100,5,0.017188152315571692,0.008635337899179338
317,1C,1900-2100,6,0.018917286150696988,0.008030317313415648
318,1C,1900-2100,7,0.020306305021942972,0.00809972877137411
319,1C,1900-2100,8,0.023574333669717396,0.008379902958296142
320,1C,1900-2100,9,0.027763217496839687,0.009527806154014168
321,1C,1900-2100,10,0.028759644626848435,0.008292452567488624
322,1C,1900-2100,11,0.03378382487986786,0.007411498872557121
323,1C,1900-2100,12,0.019606101572187784,0.00754201389957483
324,1C,1900-2100,13,0.013723748548551962,0.006656508721318929
325,1C,1900-2100,14,0.038682534016350134,0.007977078887091616
326,1C,1900-2100,15,0.02837296632447872,0.008284208911798315
327,1C,1900-2100,16,0.06307043284288671,0.008866874048613846
328,1C,1900-2100,17,0.03839880193733003,0.007204990838118863
329,1C,1900-2100,18,0.027695892589323368,0.007699214496475771
330,1C,1900-2100,19,0.014128061780837448,0.007099319830855843
331,1C,1900-2100,20,0.032280057354467706,0.00846938486544498
332,1C,1900-2100,21,0.037442541987714906,0.008348419040434232
333,1C,1900-2100,22,0.029347946697175553,0.008187237797566135
334,1C,1900-2100,23,0.024738161820273885,0.007524941528208473
335,1C,1900-2100,24,0.0051063504012649474,0.008511768497420332
336,1C,2100-2300,1,0.014081060993449634,0.00803777992512778
337,1C,2100-2300,2,0.006022910678352256,0.010865608688630674
338,1C,2100-2300,3,0.016638224837077775,0.008449169700966009
339,1C,2100-2300,4,0.01233256724756071,0.009822603027498588
340,1C,2100-2300,5,0.024803381958467874,0.009495406571958421
341,1C,2100-2300,6,0.024790415561635637,0.009033316565206222
342,1C,2100-2300,7,0.03309232500575021,0.009964990304453906
343,1C,2100-2300,8,0.02589329189548617,0.008587026941679152
344,1C,2100-2300,9,0.017693419405266753,0.009616032350193204
345,1C,2100-2300,10,0.036505086494571515,0.0094125195595293
346,1C,2100-2300,11,0.03179817957887779,0.008372100202415234
347,1C,2100-2300,12,0.030151332842381362,0.008362049736717685
348,1C,2100-2300,13,0.01673328960866982,0.0074861771791754975
349,1C,2100-2300,14,0.033778042212789905,0.00809475277885573
350,1C,2100-2300,15,0.03590315093682195,0.008704397077719637
351,1C,2100-2300,16,0.07469830109357223,0.009034330959307061
352,1C,2100-2300,17,0.02162391141701081,0.009220209389203555
353,1C,2100-2300,18,0.03576426598074389,0.0073950187800600345
354,1C,2100-2300,19,0.014430018220209395,0.007490701988751071
355,1C,2100-2300,20,0.038665496691907,0.00891352735061261
356,1C,2100-2300,21,0.02037766646233985,0.009789918553715596
357,1C,2100-2300,22,0.02546550339635756,0.009733150428076454
358,1C,2100-2300,23,0.01054627439919431,0.008643472123558343
359,1C,2100-2300,24,0.020894852232519634,0.008752459656035213
360,1C,2300-2500,1,0.025538263374531023,0.009075126951965003
361,1C,2300-2500,2,0.01881780671417188,0.013262460092317992
362,1C,2300-2500,3,0.023618945583404827,0.010467378036775827
363,1C,2300-2500,4,0.01248281810717522,0.011136832523766137
364,1C,2300-2500,5,0.017666744406771073,0.013070330207712047
365,1C,2300-2500,6,0.034788586600457805,0.010694547414429921
366,1C,2300-2500,7,0.015152131153558734,0.0103720495987984
367,1C,2300-2500,8,0.021000301574367164,0.011014349167978724
368,1C,2300-2500,9,0.04273633927141596,0.012102718832299724
369,1C,2300-2500,10,0.03718992675033039,0.01038923237830344
370,1C,2300-2500,11,0.0366762620291857,0.008983282998707365
371,1C,2300-2500,12,0.04109574523675685,0.009258974830507452
372,1C,2300-2500,13,0.03153107084325302,0.009095033206962345
373,1C,2300-2500,14,0.04187865725714135,0.009782132584204403
374,1C,2300-2500,15,0.029074607198749547,0.010112813002187257
375,1C,2300-2500,16,0.05401287870645288,0.011517529588065362
376,1C,2300-2500,17,0.03697994706243485,0.010038523018633932
377,1C,2300-2500,18,0.016597603115110493,0.008965879820957902
378,1C,2300-2500,19,0.02369601018966394,0.00853920853805181
379,1C,2300-2500,20,0.028925133381968227,0.009429861343732143
380,1C,2300-2500,21,0.016826744564057083,0.011250320583930879
381,1C,2300-2500,22,0.04904921435869403,0.01287631239723271
382,1C,2300-2500,23,0.015952175789770262,0.010659791203516143
383,1C,2300-2500,24,0.028146637210156866,0.009830826128967326
384,1C,2500-2700,1,0.038457701671152256,0.011589186865126626
385,1C,2500-2700,2,0.014711570062307056,0.020460778949701445
386,1C,2500-2700,3,0.005204016662687216,0.016610749113203874
387,1C,2500-2700,4,0.024097680772811714,0.014904608224191332
388,1C,2500-2700,5,0.02324038664813788,0.018470734669295403
389,1C,2500-2700,6,0.05854650715521181,0.0150058721116158
390,1C,2500-2700,7,0.01957154631381197,0.01328133746099055
391,1C,2500-2700,8,0.046193634500914627,0.015857372483710917
392,1C,2500-2700,9,0.027977994943749973,0.01743460104070713
393,1C,2500-2700,10,0.03178397487833173,0.015268963775817665
394,1C,2500-2700,11,0.04227222694381766,0.011963645718419798
395,1C,2500-2700,12,0.030050754675751468,0.010693738348436684
396,1C,2500-2700,13,0.01804663967981268,0.009855166353288196
397,1C,2500-2700,14,0.047900144740046974,0.011696084919665872
398,1C,2500-2700,15,0.0284531946809361,0.015332136113445895
399,1C,2500-2700,16,0.07717745459925451,0.016957850783712244
400,1C,2500-2700,17,0.033198283057609856,0.013198664087040115
401,1C,2500-2700,18,0.032291728343104786,0.010783728065228457
402,1C,2500-2700,19,0.031165407861623917,0.01125110448046577
403,1C,2500-2700,20,0.01941813813098303,0.012060453269028479
404,1C,2500-2700,21,0.046554338910285875,0.015660642220023203
405,1C,2500-2700,22,0.034882046907405595,0.019117622039264755
406,1C,2500-2700,23,0.011373260606928337,0.014829535651326959
407,1C,2500-2700,24,0.036053167714098056,0.01411496135137199
408,1C,2700-2900,1,0.02960303193216829,0.01799426380714358
409,1C,2700-2900,2,-0.00774766795684112,0.03028574156323511
410,1C,2700-2900,3,-0.05343991380762958,0.03143059976656401
411,1C,2700-2900,4,0.012736511111155813,0.028304141511301992
412,1C,2700-2900,5,-0.049876580583829266,0.045258812137060324
413,1C,2700-2900,6,0.02531366450970096,0.030926458721205596
414,1C,2700-2900,7,0.05084045170227469,0.02227525972661009
415,1C,2700-2900,8,-0.008450806737569039,0.030013235359557546
416,1C,2700-2900,9,0.0240773167213284,0.030685928403707537
417,1C,2700-2900,10,0.03333570268585451,0.025879684898367002
418,1C,2700-2900,11,0.042241059588831176,0.020292108467442033
419,1C,2700-2900,12,0.035051773877932124,0.017042426405877508
420,1C,2700-2900,13,0.01800554245652919,0.015942512077681072
421,1C,2700-2900,14,0.031079869529756055,0.01769014451740608
422,1C,2700-2900,15,0.06523212558204494,0.030467049902269668
423,1C,2700-2900,16,0.036035038566093025,0.026784640964609044
424,1C,2700-2900,17,0.03335049445103788,0.024749973360154436
425,1C,2700-2900,18,0.03705258055991889,0.016142795374905358
426,1C,2700-2900,19,0.006809433305370649,0.016420587904681892
427,1C,2700-2900,20,0.010067535983869114,0.0187550305552103
428,1C,2700-2900,21,0.05934962454598214,0.03198561742473179
429,1C,2700-2900,22,0.01769917042401481,0.03703378946132736
430,1C,2700-2900,23,-0.025442125059011354,0.023479897272401584
431,1C,2700-2900,24,-0.004112669257346102,0.02784783849716572
