,caloNum,a,a error,b,b error,chi2
0,1.0,0.005070167951999065,0.01830067998795455,673.9589143699654,1.2783661210001425,0.7127231189109835
1,2.0,0.015201452187667148,0.03178983873106788,879.0990178497344,2.2184975343311835,0.5753862519586206
2,3.0,0.02624102255017189,0.02259527379090729,835.361432840532,1.57711767628052,0.38739121144282457
3,4.0,-0.010136982086968876,0.019100546960704394,894.2015811580665,1.3345578956810165,0.2812941091956841
4,5.0,0.08092086696696166,0.03353686884005884,969.9257305970599,2.3380107411701467,0.4636647808995762
5,6.0,-0.04708050310927551,0.023745977386576012,784.5482944634026,1.6593692603704557,0.527201623891149
6,7.0,-0.013684796772108074,0.024154077931677734,690.4549480541051,1.6878716714149107,0.8592398578949355
7,8.0,0.04145256606362572,0.03595508032375965,878.5203509889494,2.507496374343256,0.9576028326970724
8,9.0,-0.03190515160062611,0.02792999137959184,793.2786960890493,1.9523133991916817,0.6399370931799578
9,10.0,0.040699627922147937,0.023254730470495078,885.7498826111803,1.6227671988248842,0.47442023189115223
10,11.0,0.015910887048406062,0.020348064204651486,672.0948676629486,1.4208707960894882,0.7142448280581157
11,12.0,0.04515730182651283,0.024853451780950667,682.6703439206743,1.734338034471956,1.2983117360810923
12,13.0,0.014224564016021837,0.014382318631933367,513.5088582282859,1.0042306484850678,0.7674967366484955
13,14.0,0.03475926351571433,0.014807749886693785,689.0512006576023,1.0337860894451543,0.414927466760807
14,15.0,0.07111659357201768,0.031284719865168405,808.9082017323831,2.1814931119957643,0.9176503668696067
15,16.0,0.010573079362658364,0.028632943163532223,845.3333019768656,2.0009295770669535,0.7014700819371907
16,17.0,0.06652493803351199,0.027590262825795405,837.8622831091114,1.9248520481644975,0.7789387861794579
17,18.0,0.04099638262919084,0.022461665038212678,644.5201943397286,1.5670970727204967,1.2220980542558597
18,19.0,0.02564093017966853,0.010377301824827243,484.8766264922421,0.7240735929453735,0.37420260046654785
19,20.0,0.05224734125897422,0.026915531337497186,719.6626365137749,1.8777215138230063,1.1172892451344576
20,21.0,0.08891265468925794,0.03021332273571498,912.5296958713914,2.105743470476354,0.5956688795717016
21,22.0,0.05950845765180666,0.02990295823767203,1011.6376744329312,2.0869320601718675,0.42243806028636394
22,23.0,0.010392426985735677,0.022518129436698182,697.2656912235266,1.5726614409832,0.6287552242733019
23,24.0,0.027039138456591554,0.032249940924446094,754.4346617017119,2.252266541973052,1.0740528371999785
