,caloNum,a,a error,b,b error,chi2
0,1.0,0.031277185066042795,0.014702364456250998,916.7215793369023,1.2275489561995103,7.087907299690012
1,2.0,0.02715331903947742,0.011283630852696142,1068.1730456411326,0.9424084748873348,2.5024965888001205
2,3.0,0.01955927578319693,0.011501018007345917,937.1958125388132,0.9607211279460176,4.023473202106107
3,4.0,0.012785431922474891,0.012580985934003076,933.0539046333982,1.0512834175025785,4.747249915755171
4,5.0,0.013262702235861372,0.012904626686726366,962.0166281995569,1.078224321434413,4.603044549894039
5,6.0,0.008816515925257415,0.01352614186682845,947.2941213679602,1.1302897392987727,5.2989274020060355
6,7.0,0.011406588877161715,0.012990800991614771,950.2578229801044,1.0853356396025053,4.893236476807216
7,8.0,0.01035561708782495,0.012042236860702538,932.0424522773492,1.0061157600980624,4.393666899139838
8,9.0,0.014370646380757818,0.01197516805376348,994.2873854002615,1.0005888408892862,3.5915816188188288
9,10.0,0.01197281307265586,0.01170717491348148,917.4420274310767,0.9780748883047715,4.305357633246702
10,11.0,0.012357160518697608,0.014756798703286254,916.0673477039335,1.2327727470885006,6.983129424018928
11,12.0,0.012109718676262992,0.01314558138272205,917.4884708693512,1.0982843399306759,5.655777066101474
12,13.0,0.013987596705146219,0.010627937874684105,750.1654774605901,0.8879757458918089,5.1676220152018235
13,14.0,0.022643079632287972,0.010543292246266215,914.0356695163621,0.8805691026137804,3.548905391882038
14,15.0,0.022566627727165747,0.0126634891201733,913.4913466334011,1.0575836974737833,5.098077133347658
15,16.0,0.025712810513706684,0.0123263425460582,925.0782945222116,1.0293019066704276,4.5980174275671954
16,17.0,0.02963891482079516,0.013077095496169538,915.0349822041285,1.091851199917389,5.385998374517044
17,18.0,0.026651140827695603,0.012597717241086437,913.696626601314,1.0520161995778305,5.198677394871505
18,19.0,0.024658891661289747,0.009788701651942188,761.8659267094173,0.8173410485143007,4.234596858922705
19,20.0,0.03054763846608958,0.0115028960061723,928.8501755969711,0.9604698919288102,4.073801742966946
20,21.0,0.02850799162770586,0.012178289381469354,922.7328617619131,1.0169229285684995,4.493847548080007
21,22.0,0.026523864905667313,0.01236356364043068,942.8773649717248,1.032749456079941,4.44239224650802
22,23.0,0.018732588377498024,0.012355591319147277,924.1875877568059,1.032065682054604,4.828389229154734
23,24.0,0.0347501761870464,0.01226972133600784,948.2417283669984,1.0244977963218465,4.4202745183985686
