,caloNum,a,a error,b,b error,chi2
0,1.0,0.028654797532698673,0.009021487240997227,915.6975770895486,0.6885785954569628,3.7975780691286554
1,2.0,0.03206986019369534,0.007975899725057503,1067.4503338653785,0.6087432899652478,1.7737527201648438
2,3.0,0.024660801441694427,0.007411557493303403,936.1878586765863,0.5657390938340633,2.3710983859711954
3,4.0,0.027763799094093457,0.0064731272876565925,931.0798723553579,0.49412190012264506,1.7846319894832356
4,5.0,0.03482815937927772,0.006356118692442231,959.3882587003361,0.48505397263025807,1.5906659448526603
5,6.0,0.030734535906473116,0.009889507371743144,946.0511004780373,0.7548392173629987,4.016157886750372
6,7.0,0.03534102798412101,0.009282934967013117,947.3687743123303,0.708415260682992,3.55312185096599
7,8.0,0.03346503142214931,0.008473601431895744,929.8617906009146,0.6466664920292372,3.088868021666054
8,9.0,0.03115631598383014,0.009068349691179855,992.6637000989526,0.6921293510192683,2.9214850152468563
9,10.0,0.028813784381586778,0.008579620552522444,914.5599964517904,0.6548940649943359,3.290124620765593
10,11.0,0.02979051421882928,0.008348014817155771,914.2892611383884,0.637183773728128,3.1762014067860687
11,12.0,0.024264724169775834,0.008386331614131841,916.8136982628406,0.6401674568886436,3.263243573197388
12,13.0,0.02098457656613365,0.006367145213000222,749.5724346817951,0.4860254046666829,2.6308070726946724
13,14.0,0.017603264020216905,0.0071633458417506325,914.2017886583611,0.5469350212129194,2.3222562452079223
14,15.0,0.01935405389150063,0.0063262308328503585,913.8942698422821,0.48296098992523334,1.801512310745558
15,16.0,0.012984651139604722,0.0067519195456626595,925.3596966726102,0.5155531515566729,1.9580572654421249
16,17.0,0.01828909403665262,0.008274398750720967,916.3734697562793,0.6316887754860404,3.053642479306172
17,18.0,0.009809581384698408,0.007794944422558787,914.3220456853275,0.595267274749652,2.8232413767742295
18,19.0,0.015568818114075728,0.006617292480381711,763.7364101076794,0.5052034862432875,2.7310165076980426
19,20.0,0.01384813785078109,0.006652548508998536,931.0463726935525,0.5079571990638139,1.9262348699084006
20,21.0,0.007282646907248841,0.008374087805805822,924.1363244675294,0.639483151374448,3.0112369389165967
21,22.0,0.02035055955527701,0.008094499625100207,943.013833036791,0.6179343809018188,2.696626729855088
22,23.0,0.014493511712581413,0.007879738389654056,923.8590395451826,0.6015799671376015,2.786084727515418
23,24.0,0.021971548248058314,0.007311196623721243,948.5332268174658,0.5581182615331077,2.228598259916094
