,caloNum,a,a error,b,b error,chi2
0,1.0,0.01652784133175744,0.006031149175367661,662.3474614636715,0.6546356398735423,1.1279896180931117
1,2.0,0.007862399391483688,0.00758448417018447,800.1451152117901,0.824050890557544,0.8886211697990837
2,3.0,0.02333240229652625,0.008993301977438512,820.1145654156645,0.9754696716810027,0.8759247733312064
3,4.0,0.019698027060491053,0.007244986396237468,904.0942258095157,0.7861472169901911,0.5636879085714257
4,5.0,0.0422032061515143,0.0091202438344779,978.5048325276637,0.9871022281137782,0.4862552502655373
5,6.0,0.00016840585925396577,0.00709555180045527,778.1838474922979,0.7712307109641722,0.6803310787558623
6,7.0,0.0003904412923246703,0.006960935121747279,686.1399207100771,0.7562975421176926,0.9772689304064792
7,8.0,0.028423006051471456,0.00879058513103942,880.5840207638137,0.9529216540682162,0.7527097494642141
8,9.0,0.011425105999184282,0.008780265782933132,784.6695835509813,0.9533626021845778,0.8917997175369435
9,10.0,0.038486351922149414,0.008209708664222673,885.3204515188494,0.889364799275385,0.759380757896954
10,11.0,0.006368318041598261,0.006525414529202182,666.8925944245441,0.709022791696238,1.0885256126169631
11,12.0,0.00850419175120993,0.006724484615948021,683.8371413105452,0.7305396504130237,1.2686992823135614
12,13.0,0.011300668312869609,0.003881111944379738,512.5913467512746,0.4212292923360627,0.8292941251762466
13,14.0,0.0086498948600211,0.006817437702709854,692.3483487020181,0.7408094339629822,1.2257131059430852
14,15.0,0.025909709748558468,0.007683395722227955,823.5102228637927,0.8337073209562678,0.7559798800835734
15,16.0,0.01828535045379642,0.0069769147300731225,847.516043377989,0.7572309751767361,0.6005481809393814
16,17.0,0.009807404271472246,0.006498847321413684,877.5733168157797,0.7063545143670452,0.5254927116686131
17,18.0,0.011133637275139685,0.005387937917443792,631.8489661396392,0.5852243007264061,0.9440211774946475
18,19.0,0.008307161096830789,0.0036012242542429627,482.9012153607081,0.3910042276457438,0.6121363248236171
19,20.0,0.02269472203335332,0.00781345533222815,714.2280085176706,0.8475471407671227,1.2974387637478513
20,21.0,0.022263221094483348,0.007156802094777813,936.2467990710876,0.7765143425939364,0.3892396933613111
21,22.0,0.04339450912343797,0.008947525004275923,1013.8259628295422,0.9699329795880471,0.49300474825163815
22,23.0,0.012319103413938163,0.006954766750793485,691.8464582693318,0.7553694074409503,0.7617476700005298
23,24.0,0.02061784286482221,0.007051470342220838,746.7928161827404,0.7655181420076902,0.6304057808336728
