,c,m,c_err,m_err,redchi,caloNum
1,31.946924294029472,0.00010456182679940973,0.01179539913343674,0.00011185675854541418,0.6899860881675925,1.0
2,34.25590979029035,-0.00029736505082111897,0.012119008945005644,0.00011474025140740796,0.5513910427419622,2.0
3,31.925950177367056,3.481717296893727e-05,0.011163848556206096,0.00010584056089593513,0.6069377269461038,3.0
4,31.82403497497972,-0.00011810619640695297,0.011596403194143252,0.00010989905033695391,0.6527327603765222,4.0
5,31.97707454272512,-3.1083787540575614e-05,0.011432450860039087,0.00010833792928885702,0.6375036672030464,5.0
6,32.195844759671054,9.733890334828743e-05,0.011918913428516092,0.00011302722724045451,0.6774535164787948,6.0
7,32.20610817249945,-0.00024307930227307484,0.012065756383388507,0.00011434148074125172,0.7000763153564564,7.0
8,31.73387724029476,-0.00011986763105442666,0.011656251335385013,0.0001104916946528257,0.6660281550562039,8.0
9,33.043946172780494,-0.00016261434132180952,0.01180639140073326,0.00011180974055220437,0.596509520704391,9.0
10,31.6471564168931,-3.1159237374733806e-06,0.011545588235510629,0.00010942247159346901,0.6649687416232051,10.0
11,32.051792640461564,-0.00013675406869173568,0.012272087184343925,0.00011633230358869057,0.7470392879212666,11.0
12,31.846801411356353,-7.377585992918156e-05,0.011751004459568263,0.00011138070431723966,0.6937718731002906,12.0
13,28.65039434112765,3.4407488826770916e-05,0.010480861030256304,9.932674890102327e-05,0.641482042866392,13.0
14,31.583570168594772,-4.4841720855504086e-05,0.011232267613714713,0.00010642970764717506,0.6418302193624484,14.0
15,31.6499622637288,-1.2675605040701754e-05,0.011189996202887869,0.00010601967222383007,0.6207406276240494,15.0
16,31.778148526858097,-2.9729323298699484e-06,0.01210112051690454,0.00011468068769512946,0.7222527571625699,16.0
17,31.97468551933565,-3.073378860696252e-05,0.011882874682914286,0.00011263430732738378,0.6886657295520041,17.0
18,31.795583136068416,-3.318024438103695e-05,0.011280366508717537,0.0001069028399030594,0.6298705376842128,18.0
19,28.986973683610024,-0.0001180194366700027,0.010935323834540614,0.00010355867059840226,0.6737744924240616,19.0
20,31.74884764577635,8.175258689413489e-05,0.012115471613033446,0.00011485897370477812,0.7245043537345613,20.0
21,31.743094504341496,9.185746317363908e-06,0.011659337256736202,0.0001106218934301434,0.6679910980608184,21.0
22,31.908168868375657,-0.0001788929476984613,0.011752591060697998,0.0001113053371298195,0.6641940001735499,22.0
23,31.902875166570393,-9.641395777848505e-05,0.011860938224396423,0.00011244973164121439,0.6850946155013294,23.0
24,32.44366848740993,5.98453252409481e-05,0.012514371295351392,0.00011865190348558364,0.7182184487009412,24.0
