,c,m,c_err,m_err,redchi,caloNum
1,32.608638434811084,8.736549062193788e-05,0.014204852485863808,0.00013472591226293732,0.6282770771633398,1.0
2,34.78493320738084,-1.0065920015955854e-05,0.015290280336018092,0.00014500591497859509,0.5729566256408152,2.0
3,32.55802747029944,-0.00028181637965052353,0.014052498498322913,0.00013311062026347316,0.609669445353015,3.0
4,32.41383101645235,0.00021203038119188555,0.014433736163843533,0.00013691460277349984,0.6404900633584969,4.0
5,32.455245710340286,-0.00012431776583465837,0.01457704689334294,0.00013818825729465243,0.6659746762818024,5.0
6,32.71119572537244,-0.0004084747188040083,0.014436045299982225,0.00013678029638685698,0.6393703449737924,6.0
7,32.64145022774512,-6.385290164945268e-06,0.014687478583693472,0.00013926719314769862,0.6670395559693097,7.0
8,32.29262516034493,0.00021164681628804694,0.014440352370390822,0.00013708240677004526,0.6477655231487299,8.0
9,33.58372768220347,-0.0002778168568496886,0.01448775545707376,0.00013727539208778107,0.5776920542926743,9.0
10,32.31348034249734,-0.00024077609638029074,0.014492223945916122,0.0001372574189335758,0.6678086423470727,10.0
11,32.706650338273214,-0.0004010741317284072,0.014689301779159945,0.00013921966074942135,0.6749028991885515,11.0
12,32.45436120208844,-0.00016592985945929062,0.014131149776749842,0.0001339162649467531,0.6292341126236787,12.0
13,30.495693502101634,-0.00041827249157055935,0.014502576268636096,0.00013734541326489163,0.7301093053885032,13.0
14,32.107590909143234,-8.053051238632314e-06,0.015799303743528226,0.00014979790273634966,0.8130807269528999,14.0
15,32.1955121440712,5.9607859340671254e-05,0.014518590311459481,0.00013772298518683094,0.6637960717770668,15.0
16,32.3663125975216,-0.0001634665946220748,0.015388435977690377,0.0001457746367242055,0.7473292172428265,16.0
17,32.69903357892956,-0.0002778491909209979,0.01416609823325487,0.00013430276632751416,0.6151876734782421,17.0
18,32.457230335212635,-0.00010182300381345044,0.014685756258656998,0.00013930416462543411,0.6672002755928673,18.0
19,30.81754588592789,1.915065000512861e-05,0.01426799594987713,0.0001352690685497146,0.6782280982288177,19.0
20,32.284042668325974,3.6391828126980386e-05,0.015413795219528936,0.00014612700606753668,0.7462837755667293,20.0
21,32.34414913040492,2.581013325020365e-05,0.014050228310176627,0.00013326009646538528,0.6188399406153144,21.0
22,32.54862921805598,-0.00044922500350252914,0.013625587694052898,0.00012897750103958526,0.5668311084225273,22.0
23,32.571091049339444,-0.00010746733619904081,0.01420546600788145,0.0001346683410492118,0.6113434895916345,23.0
24,33.07506788376165,-0.0001710662891318826,0.015801309476098188,0.00014985268928517325,0.7143163498447357,24.0
