,c,m,c_err,m_err,redchi,caloNum
1,34.36426424341691,-0.0007103882752605983,0.003245756272940363,3.0775032170639656e-05,2.2486453239476223,1.0
2,37.07493214431738,-0.0006382821759491897,0.0031289430970988606,2.966084386482712e-05,1.4072269514545566,2.0
3,35.90955484190333,-0.0007399070777802663,0.00337068331942922,3.195600365807258e-05,1.9365496745916595,3.0
4,35.1183600571466,-0.0007914763726798446,0.0037092062242079166,3.5179082171024626e-05,2.3039101961772106,4.0
5,36.287766788729584,-0.0007203114913472142,0.004049007659959572,3.84202229475673e-05,2.2215363045352223,5.0
6,35.64675232146001,-0.0008443781828433305,0.0037935069943199565,3.597240018364495e-05,2.217015274304389,6.0
7,34.818211906310225,-0.000814221191458353,0.0034705528320693717,3.2912313606299837e-05,2.139012462894372,7.0
8,34.86599731972919,-0.0006978801322117256,0.0033683933082360347,3.1957506483787425e-05,1.9019568052644196,8.0
9,35.9971981047262,-0.0005896084545146119,0.0028986232559593986,2.7493059517268185e-05,1.4283761350714823,9.0
10,34.78488027586842,-0.0006306579796034884,0.002841319250589769,2.6937774979469063e-05,1.4420964426522134,10.0
11,34.96456418338859,-0.000580618780120723,0.0028631070433361282,2.7138346524197564e-05,1.4378316814675411,11.0
12,35.14237805315922,-0.00048772614956937854,0.0022234081118475153,2.1071657305829932e-05,0.9523734640623293,12.0
13,35.963763393899626,-0.00033763505536243965,0.00225751050933582,2.1392130681244242e-05,0.90765828705744,13.0
14,34.79186170096516,-0.00038793922807367487,0.0021421551945456255,2.0294752180560895e-05,0.8948271066805704,14.0
15,34.63141622952364,-0.00036190270176716943,0.0022426260735549652,2.124803498576548e-05,0.9220346432025031,15.0
16,35.127279661643286,-0.0004166085456676072,0.002133418195219714,2.020852660219964e-05,0.8714217020115652,16.0
17,34.10234095546706,-0.0003765228794978537,0.0020989925882429522,1.9880881381336472e-05,0.8633085494108459,17.0
18,33.722447575981,-0.00033031551265338965,0.0020324549991019127,1.9254032693754505e-05,0.8442799089884943,18.0
19,37.07168523865201,-0.000305544113208045,0.0018563489261882403,1.7588924588644655e-05,0.6599997569471466,19.0
20,33.87573154789477,-0.00053309358756648,0.0023343471911001306,2.211169343950083e-05,1.1514654001197053,20.0
21,35.52708977653802,-0.00046719751771884255,0.002236920408121577,2.1207381647119207e-05,0.804298197858386,21.0
22,34.01854361706713,-0.0005786799099604112,0.0025489280839052324,2.4158983950736133e-05,1.1734836724463868,22.0
23,35.61940727174132,-0.0006497944838883551,0.0032243019319073696,3.058093608023907e-05,1.7846703793191698,23.0
24,35.876778295615296,-0.0006035647999247384,0.002796636999861925,2.6519265036974902e-05,1.6478416161533715,24.0
