,caloNum,a,a error,b,b error,chi2
0,1.0,-0.0009886073509060747,0.008673860602321956,-45.59583067196353,0.8105417297452971,1.305618704898126
1,2.0,-0.0026275072135200765,0.00823452396852416,14.938894050743432,0.7696840087780384,1.3219738814711328
2,3.0,0.0050541298904371946,0.007532554939468999,11.099552560459786,0.7040368400140102,1.0826410558437174
3,4.0,-0.006325542871989938,0.008458001510338913,19.298511246114057,0.79054674709632,1.394077884140289
4,5.0,-0.01797832666996161,0.008926068241630697,47.98298576580465,0.8337768835826089,1.4902762141587331
5,6.0,-0.01501743053894151,0.009282309368471405,16.455632602286922,0.8671135589995256,1.5743380695519504
6,7.0,-0.014455222955735451,0.009068402191754022,5.925811053824588,0.8472633745253643,1.5003636685110928
7,8.0,0.016085142963122998,0.00918912401718918,0.5438913389234471,0.8595722252289448,1.5907747720850491
8,9.0,-0.006535668025558781,0.008943762020923876,10.323760769730999,0.8357867087492975,1.2750249263858604
9,10.0,0.00016465360932689705,0.007651362018958937,-5.708773994683806,0.7147774531686103,1.1304908422099977
10,11.0,-0.00502097341239185,0.010100052102964389,3.934694682747727,0.9440136547322489,2.038872930851527
11,12.0,-0.008189744002723856,0.009360787433971084,-6.523605835309347,0.8744852355657552,1.7626307303617033
12,13.0,0.003915963608476036,0.006769044438303487,0.06615680961015802,0.6328820949471319,1.3169237721452385
13,14.0,0.008046058471052117,0.008739266260903412,1.7755831124438024,0.8169411382519169,1.5015411567153292
14,15.0,0.0024518283777619234,0.007598028460313454,30.292814970521047,0.7098680153793281,1.2003769800922244
15,16.0,0.009145001819168372,0.007579302476868288,2.6010189103855894,0.7083019714870615,1.098513594906201
16,17.0,0.010823681289567963,0.007679977310823044,23.33301615752728,0.7177521592025693,1.172811279325253
17,18.0,0.017981906999135135,0.010727740285110027,-5.485683691739123,1.0034400800908585,2.3654150044681894
18,19.0,-0.0026118533638056305,0.00759414436135276,4.138779178275228,0.7095319897057966,1.591220502014199
19,20.0,-0.007854245895731304,0.00954606182702621,2.711294732916619,0.8918369797233474,1.7470372269926153
20,21.0,0.004163912936274888,0.008988841934184779,2.816600741618815,0.8397627722717355,1.5163913661937112
21,22.0,-0.0058063786187678365,0.009007716631262857,18.962925267862463,0.8420003030626557,1.5382055708199651
22,23.0,0.00423058452683868,0.008326083757822348,15.214373765939158,0.77827840009944,1.3805088687929281
23,24.0,-0.003976175232538711,0.008279842088425825,32.38599576300457,0.7734400154572483,1.3795997636535005
