,a,a error,b,b error,chi2
0,0.010542859057282953,0.0022688334613122333,919.8291355993782,0.2465016673878455,4.295259564472326
1,0.010095690948141426,0.0021028141070296644,940.849418535548,0.22847711439641508,3.356014087789793
2,0.010308000830287527,0.0021404005643535138,938.1806537433251,0.2325379665958722,3.5051579077890787
3,0.005887570702044851,0.0021768746705983686,937.0553821574377,0.2365823351554062,3.6069753657588177
4,0.004750187548292534,0.002479812687092223,972.7560166982964,0.2694851411679274,4.238747628983977
5,0.003990394441029121,0.002680798330856389,953.7792925873741,0.2913714347350082,5.242548258000091
6,0.0051651033570691085,0.002570651012640337,948.6590628763125,0.2793665994911016,4.913701475300888
7,0.007831531924867874,0.002284226712040343,932.8911504388459,0.2482523182944891,4.034907061762578
8,0.010909497373310593,0.0021809261721016282,987.2666965723668,0.23695988326166473,3.113217277168231
9,0.010815743652832064,0.0022061700118855042,913.4130066158124,0.23970163836945435,3.94245221509084
10,0.0066432988372436596,0.0024525821169686796,911.2186847983874,0.26652542265868234,5.0161898893818035
11,0.009586418742836774,0.002328985055698226,913.2774709555295,0.25305050097162635,4.6031503617664935
12,0.01071669750281747,0.0017041986277581526,748.1089068090416,0.18511957372908464,3.4250134173253843
13,0.0147789373250186,0.002177260138530958,920.4111896294935,0.2364803397011508,3.7899226967081576
14,0.015064798505670886,0.00216932782097879,914.9377464825916,0.2356145138263601,3.8103310030860973
15,0.014911566595560727,0.0023461313828377025,924.9135589105191,0.2548534176567365,4.261609586356038
16,0.014306972361684626,0.0022744953770676866,935.0018490418843,0.24707954819916753,3.9127310552591146
17,0.015888748803168085,0.0024823441940632456,910.0700817370758,0.26962424347565217,5.2004927034975665
18,0.010416153844305581,0.0018752519095402793,763.0141745371706,0.2037271284555071,3.9606164385318086
19,0.01230012130061573,0.002309546746807272,930.8470067650118,0.2509225518207635,4.182961151533708
20,0.012791235364383322,0.0021659175869860854,926.1870643212237,0.23529157802453918,3.5976050058816114
21,0.01309668981148147,0.0022603689118539235,946.9307257583242,0.2455603900668041,3.7588844482849773
22,0.011577538911886506,0.0023140608570088395,926.5717538900973,0.2514291015688959,4.297210074713484
23,0.012045383132001,0.0022412005284766544,949.3861083151758,0.24349625996540203,3.7686517215722533
