,caloNum,a,a error,b,b error,chi2
0,1.0,0.014516176520516406,0.010169006012159951,919.1895566111674,0.9675833026426498,12.578847598699152
1,2.0,0.011265587005459059,0.009648602593092774,944.8568754416729,0.9182327342254623,10.160548126955923
2,3.0,0.010329839679265906,0.009235197570401548,938.3378050079519,0.8789244669231482,9.508811605230823
3,4.0,0.004358110787547581,0.009952519424115357,937.2223582391903,0.9473122552487846,10.976823562495229
4,5.0,0.005562617287704745,0.010732340586976153,973.8571260731055,1.0214297134835988,11.52271657324906
5,6.0,0.010271512185129637,0.010961551790670938,953.9266653706017,1.0431349960008838,12.738361686642362
6,7.0,0.011075745656425632,0.011188070873163963,947.9251523356421,1.0646539288985855,13.568620437781416
7,8.0,0.016093985303436097,0.0092889940763993,932.1324333988975,0.8836897982168269,9.711821029508805
8,9.0,0.020951163143123494,0.008587621660685208,986.3005823270366,0.8167718522031586,7.028774590830281
9,10.0,0.023221065766744677,0.008755798674053182,912.1210744980515,0.8327577784261042,9.046341623658082
10,11.0,0.02101559128702866,0.01138493247547106,909.4676317844344,1.0827775910987907,15.763472444180032
11,12.0,0.02135904095289696,0.01025114372243038,912.0285505512735,0.9749016754687803,12.996144385822928
12,13.0,0.020094265142523986,0.007126642837524721,747.1890545396066,0.6776476605385207,8.727631001187348
13,14.0,0.029427818815959038,0.010149957959486821,922.6592762773498,0.9650002060268567,11.86290622296954
14,15.0,0.027052521285270893,0.009581084449200252,914.3679493032224,0.9110443267277673,10.815463249560604
15,16.0,0.025813637304342746,0.009537096654279327,924.212211453234,0.9069680745756842,10.245611205142604
16,17.0,0.025351579025406627,0.010459176767405522,943.4285538026159,0.9946200195678007,11.689439670328342
17,18.0,0.024011292045062225,0.010324542492295781,908.9940645294481,0.9819557108690801,13.11842943585138
18,19.0,0.016766643833857828,0.007263090015682528,762.3246221796793,0.6908239134296194,8.648472818074424
19,20.0,0.01655883162874569,0.008979523491267497,930.5009445039667,0.8542996578691622,9.205949491973572
20,21.0,0.01429684176544123,0.008405839365241127,926.1279793912008,0.7998220492461806,7.887681623714652
21,22.0,0.01566573629987497,0.00856355139479839,946.6195090272502,0.8148229600703976,7.8581717679423315
22,23.0,0.014488477708033435,0.009395822486506127,926.0546561109051,0.8940429895334635,10.316592542391419
23,24.0,0.013610829032207434,0.008856266291020487,948.780742161703,0.8427463987786369,8.575812280132915
