,caloNum,c,c_err,a,a_err,t,t_err,m,m_err,chisqr,rand_c,rand_c_err,rand_a,rand_a_err,rand_t,rand_t_err,rand_m,rand_m_err,rand_chisqr
0,1.0,0.40771288262476935,0.014180606260727757,4.635581104161555,0.27946190543490723,6.425470859751121,0.2981686753847039,-0.0007178877660711928,0.00011300197074638548,5.086766820137169,0.4094120452099265,0.013256797987531412,3.820522697384909,0.19588933249056423,7.351724680651484,0.31889807211612464,-0.0007102107499305188,0.00010455391895460107,4.077150797677043
1,2.0,-0.09277112738711826,0.018947017605929827,4.437709464803223,0.3744178939356664,6.418811797313292,0.4162964420956679,-0.0007439228698504708,0.00015099788417832882,9.087766514060952,-0.06895557801336466,0.013920140403627856,4.029263105999035,0.22461282748900754,7.052098334900005,0.3228975607914262,-0.0008584199865141174,0.00011015556509238421,4.624140334753325
2,3.0,1.2424810989694535,0.016172864986230943,6.919116573659925,0.5152634167302174,5.205046407984273,0.25646172073495194,-0.00020174349504841177,0.0001306316087148028,7.400822407543568,1.2387561591810432,0.011394828949432593,9.043861452313788,0.4038543678901187,4.979160223483974,0.14243745927173382,-0.0002775645823511492,9.22670671515424e-05,3.749718864480334
3,4.0,0.627468277998007,0.012917773006127117,5.9322509179285685,0.3138439496157504,5.849949864981787,0.2227298238789791,-0.0007955973990464709,0.000103599726811082,4.451756058537839,0.6247451115663748,0.010909589475491392,7.472117954300448,0.3065185119630523,5.490876254191698,0.15490524197400696,-0.0007538367833589487,8.784200964643522e-05,3.2812118453714385
4,5.0,2.2081610015958053,0.023118363487728767,4.4630183287062914,0.3873622121220872,6.927549453798733,0.4878565456747134,-0.0009232988283802762,0.0001831980876380499,12.903053938049007,2.1973598201488747,0.013713576633498344,3.1689146498987055,0.14719055789032992,8.587052451521716,0.3765841231466222,-0.0009720601846844977,0.00010665978085542619,3.8779230103898303
5,6.0,1.2383514439853707,0.01608541434430225,8.000641757915316,0.6176838669734153,4.8181420041725875,0.23268201261239685,-0.000490598171965408,0.000130477664212803,7.581236300189666,1.239068699558383,0.011848281015321187,15.591044196374288,0.6806325291510321,4.116508324385749,0.09997291093022875,-0.00041950226561851447,9.68467748955376e-05,4.379778643981724
6,7.0,1.8146064456826103,0.01606057254485451,4.144342086705142,0.27972037607211253,6.803623070285448,0.367856345131752,-0.0008172536489687143,0.00012744619609524616,6.299951742870829,1.8275408172546095,0.014839422093498629,2.809693215046107,0.1569890032184565,8.649841144320144,0.45851900930775197,-0.0009459917928771167,0.00011533567171897795,4.5138778438883325
7,8.0,0.6795594673603504,0.015172697765501734,4.686917878655585,0.31254356177549564,6.29827960716543,0.3185890530878909,-0.0007889125927914811,0.00012108024714817061,5.892983713508727,0.6784839903588621,0.012708950597998508,3.6963127041496633,0.189458062263498,7.3216523637165105,0.3164819695343259,-0.0008283458099765965,0.00010026782245669392,3.7580395723288014
8,9.0,0.1411549302572654,0.01980598041403792,3.7980582988872063,0.3388019194945851,6.857469547883535,0.4934700897521058,-0.0007918866155654257,0.00015706670158971157,9.529760386170153,0.15476589224192794,0.014026617672081153,3.1931846951288745,0.1891638076883294,7.677683389351679,0.39719888428024486,-0.0007562517135540599,0.00011021680214020639,4.424428518934808
9,10.0,0.4074330515494534,0.01653506205412899,4.129064305163431,0.2948877442363475,6.729011269069502,0.3820001086948025,-0.0010072213720176543,0.0001313206254264681,6.724293087918081,0.40906344853183735,0.012969271887015299,3.440819905941533,0.1799405692032895,7.5738793616038835,0.34254877779305365,-0.0010494685524667959,0.00010202806446999009,3.820095827336437
