,caloNum,a,a error,b,b error,chi2
0,1.0,0.019200446284264556,0.003198050189577947,916.3363180344984,0.3410419174654187,2.0209634427338625
1,2.0,0.015637878585731357,0.0034799574806250243,1068.5105891282058,0.3712164647011759,1.4315416963496925
2,3.0,0.015385072802580672,0.0030820468749960667,936.8415274437351,0.32883818973490253,1.7388239182874887
3,4.0,0.014262238072579385,0.0028462369029958754,931.9843325424757,0.303695479141842,1.4629025705419085
4,5.0,0.015062793230629985,0.0030264076185518045,960.6825913928036,0.322924373217892,1.5310670727635523
5,6.0,0.01569824995425024,0.003752104022552066,947.015003648113,0.4002296334864182,2.449087889077781
6,7.0,0.01603453132469057,0.00357499700476187,948.5885719860227,0.3813463033219116,2.2339147439145677
7,8.0,0.015785321395076934,0.0032616725685366372,930.9784519504611,0.34795965037929844,1.9405862813082697
8,9.0,0.018152612513723566,0.003421920426594289,993.5072918490143,0.3649877521995987,1.7624736035718713
9,10.0,0.01681068632811004,0.0034140303951617395,915.3511725469224,0.3641868191663156,2.2073829772439244
10,11.0,0.016243437582495857,0.003088671533977567,915.1774744536445,0.32943617248245155,1.8420376077201563
11,12.0,0.014904934938299008,0.0032653256428280338,917.4379304384418,0.3483118115130579,2.096079932364443
12,13.0,0.012948793972604455,0.002335501655447543,750.1040467655182,0.2491094161868545,1.4995387948637784
13,14.0,0.01549733933794708,0.0026202334045906037,914.3567731464336,0.2795044298254243,1.3157789265461168
14,15.0,0.014339171900203548,0.00251251453051961,914.240372998519,0.2680493812430799,1.2046118902951992
15,16.0,0.009725408641807442,0.0026192762760867782,925.6042852560943,0.2795226805888497,1.2498839439837777
16,17.0,0.01046266742653085,0.003117971506796743,916.9144747888367,0.33272428966613316,1.8395107205265624
17,18.0,0.012162133944271793,0.002893239692452066,914.2010343421811,0.3086795668647455,1.6474768152926926
18,19.0,0.01130610143312188,0.00234668055805684,764.0229523669144,0.2503504375726949,1.455641202175291
19,20.0,0.009061460838847684,0.002692979481157786,931.3962832511905,0.28740022565574497,1.3388029283368663
20,21.0,0.008462897338483528,0.002976143795620228,924.0876912158877,0.31760839067944857,1.6127186879292736
21,22.0,0.009351136466922125,0.003181784111099897,943.7504672390775,0.3396064145384448,1.76913160663088
22,23.0,0.014613928493920566,0.002998633736743299,923.8718979523543,0.31987517124795845,1.7091886531961114
23,24.0,0.015501696599594376,0.002928366450079395,948.9754162843075,0.3123828147595397,1.5155034141976795
