,loss,accuracy
0,2.589249849319458,0.2639999985694885
1,2.436084508895874,0.2866666615009308
2,2.346076011657715,0.29955556988716125
3,2.2697536945343018,0.3028889000415802
4,2.135368824005127,0.33666667342185974
5,2.032496929168701,0.3457777798175812
6,1.9696885347366333,0.379111111164093
7,1.8810453414916992,0.40066665410995483
8,1.8174450397491455,0.41955554485321045
9,1.78952956199646,0.4359999895095825
10,1.7623330354690552,0.44466665387153625
11,1.698183536529541,0.457111120223999
12,1.6545101404190063,0.46977776288986206
13,1.6214630603790283,0.4779999852180481
14,1.6261029243469238,0.4779999852180481
15,1.5861223936080933,0.488444447517395
16,1.5894818305969238,0.48399999737739563
17,1.5860035419464111,0.4877777695655823
18,1.581076979637146,0.4924444556236267
19,1.537596344947815,0.49711111187934875
20,1.5621846914291382,0.492000013589859
21,1.5457111597061157,0.49577778577804565
22,1.5421861410140991,0.49622222781181335
23,1.5633333921432495,0.49488890171051025
24,1.5628035068511963,0.4911110997200012
25,1.56401789188385,0.4942222237586975
26,1.5388165712356567,0.49488890171051025
27,1.531248688697815,0.496444433927536
28,1.5373964309692383,0.4977777898311615
29,1.5299311876296997,0.5013333559036255
30,1.5378048419952393,0.4968888759613037
31,1.5193760395050049,0.5013333559036255
32,1.5169594287872314,0.5004444718360901
33,1.5174826383590698,0.49888888001441956
34,1.5231646299362183,0.5002222061157227
35,1.51344633102417,0.5031111240386963
36,1.521468997001648,0.5004444718360901
37,1.576816201210022,0.49266666173934937
38,1.525088906288147,0.5013333559036255
39,1.5227043628692627,0.5008888840675354
40,1.5163642168045044,0.5019999742507935
41,1.5303961038589478,0.4973333477973938
42,1.5447508096694946,0.496444433927536
43,1.5234650373458862,0.5006666779518127
44,1.5140063762664795,0.503333330154419
45,1.5170189142227173,0.5015555620193481
46,1.5256996154785156,0.5006666779518127
47,1.5228570699691772,0.5024444460868835
48,1.5199391841888428,0.5015555620193481
49,1.4957934617996216,0.504444420337677
50,1.5023210048675537,0.5028889179229736
51,1.501639485359192,0.503333330154419
52,1.5147547721862793,0.5031111240386963
53,1.5115063190460205,0.5004444718360901
54,1.5167311429977417,0.5013333559036255
55,1.5186493396759033,0.5006666779518127
56,1.5320820808410645,0.49799999594688416
57,1.518012523651123,0.5019999742507935
58,1.5083966255187988,0.5028889179229736
59,1.4964112043380737,0.5062222480773926
60,1.5101639032363892,0.5024444460868835
61,1.504655361175537,0.5031111240386963
62,1.508927583694458,0.5035555362701416
63,1.502421498298645,0.5028889179229736
64,1.549980640411377,0.49444442987442017
65,1.5238527059555054,0.5
66,1.506380319595337,0.5026666522026062
67,1.492867350578308,0.5062222480773926
68,1.4851117134094238,0.5075555443763733
69,1.4849188327789307,0.5073333382606506
70,1.4887746572494507,0.5048888921737671
71,1.4998092651367188,0.5035555362701416
72,1.513266682624817,0.504444420337677
73,1.507070541381836,0.5019999742507935
74,1.4918113946914673,0.5035555362701416
75,1.5036358833312988,0.5026666522026062
76,1.5288187265396118,0.4986666738986969
77,1.551371455192566,0.4951111078262329
78,1.5212061405181885,0.5022222399711609
79,1.5029394626617432,0.5040000081062317
80,1.5053884983062744,0.5028889179229736
81,1.4928712844848633,0.503777801990509
82,1.4963936805725098,0.5040000081062317
83,1.4895484447479248,0.5042222142219543
84,1.4971818923950195,0.5040000081062317
85,1.5086181163787842,0.5031111240386963
86,1.501035213470459,0.5024444460868835
87,1.5299562215805054,0.49844443798065186
88,1.5391844511032104,0.49355554580688477
89,1.5254783630371094,0.5004444718360901
90,1.5050623416900635,0.5024444460868835
91,1.5067682266235352,0.5008888840675354
92,1.4924232959747314,0.5048888921737671
93,1.491943359375,0.5053333044052124
94,1.4817396402359009,0.5068888664245605
95,1.4813878536224365,0.5064444541931152
96,1.4959700107574463,0.5046666860580444
97,1.4905996322631836,0.5053333044052124
98,1.4947737455368042,0.5051110982894897
99,1.5010803937911987,0.504444420337677
