,loss,accuracy
0,2.131390333175659,0.3762222230434418
1,1.768127679824829,0.4886666536331177
2,1.578352451324463,0.5277777910232544
3,1.4715832471847534,0.5637778043746948
4,1.3968900442123413,0.5804444551467896
5,1.3146085739135742,0.5946666598320007
6,1.2601863145828247,0.613111138343811
7,1.19805908203125,0.6351110935211182
8,1.1711708307266235,0.648888885974884
9,1.119050145149231,0.6706666946411133
10,1.0431714057922363,0.6904444694519043
11,1.0380488634109497,0.6942222118377686
12,0.9745036959648132,0.7137777805328369
13,0.9873599410057068,0.7066666483879089
14,0.9998446106910706,0.7117778062820435
15,0.9361010193824768,0.7193333506584167
16,0.946198582649231,0.7128888964653015
17,0.919526994228363,0.7228888869285583
18,0.8608827590942383,0.7364444732666016
19,0.8377269506454468,0.7388888597488403
20,0.8324163556098938,0.7404444217681885
21,0.8409953713417053,0.7382222414016724
22,0.8535542488098145,0.7393333315849304
23,0.9289159178733826,0.7202222347259521
24,0.8941252827644348,0.7251111268997192
25,0.8432368040084839,0.7362222075462341
26,0.821061909198761,0.7411110997200012
27,0.8390436768531799,0.7415555715560913
28,0.8234680891036987,0.7411110997200012
29,0.8369540572166443,0.7400000095367432
30,0.8339220881462097,0.7371110916137695
31,0.8593811392784119,0.7337777614593506
32,0.8987396955490112,0.7308889031410217
33,0.8835895657539368,0.7319999933242798
34,0.8526515960693359,0.7368888854980469
35,0.808754563331604,0.7424444556236267
36,0.793617844581604,0.7446666955947876
37,0.8210443258285522,0.7391111254692078
38,0.815332293510437,0.7397778034210205
39,0.8132725954055786,0.7408888936042786
40,0.8138188123703003,0.7408888936042786
41,0.8459421396255493,0.7357777953147888
42,0.8134245276451111,0.742222249507904
43,0.804064154624939,0.7431111335754395
44,0.8119378089904785,0.7404444217681885
45,0.810110867023468,0.7424444556236267
46,0.7982446551322937,0.742888867855072
47,0.7907692193984985,0.7459999918937683
48,0.7968815565109253,0.7453333139419556
49,0.7974373698234558,0.7424444556236267
50,0.811076283454895,0.7419999837875366
51,0.8859843015670776,0.7273333072662354
52,0.8905842304229736,0.7319999933242798
53,0.8518662452697754,0.7400000095367432
54,0.8622885346412659,0.7386666536331177
55,0.8238375782966614,0.7433333396911621
56,0.8733060359954834,0.7371110916137695
57,1.0379092693328857,0.7120000123977661
58,0.9343181252479553,0.7304444313049316
59,0.8735573291778564,0.7379999756813049
60,0.9887216687202454,0.7191110849380493
61,0.9365860223770142,0.7328888773918152
62,0.8829814791679382,0.7400000095367432
63,0.9088155627250671,0.7324444651603699
64,0.8782753944396973,0.7408888936042786
65,0.8507832288742065,0.7413333058357239
66,0.8415334820747375,0.742888867855072
67,0.8134254813194275,0.7446666955947876
68,0.8039525151252747,0.7457777857780457
69,0.8091416358947754,0.7444444298744202
70,0.8436447381973267,0.7395555377006531
71,0.8618875741958618,0.7357777953147888
72,0.8140103220939636,0.7444444298744202
73,0.8125020861625671,0.7435555458068848
74,0.8030034899711609,0.7437777519226074
75,0.7843706011772156,0.746666669845581
76,0.7766073346138,0.7473333477973938
77,0.7793201208114624,0.746222198009491
78,0.7794869542121887,0.7459999918937683
79,0.7748721837997437,0.7468888759613037
80,0.7774413228034973,0.7471110820770264
81,0.7843022346496582,0.7459999918937683
82,0.8373705744743347,0.7386666536331177
83,0.8470789790153503,0.737333357334137
84,0.8338714241981506,0.7402222156524658
85,0.87419593334198,0.7362222075462341
86,0.8380289673805237,0.7402222156524658
87,0.8100401163101196,0.742888867855072
88,0.8055384159088135,0.7440000176429749
89,0.7977809309959412,0.7444444298744202
90,0.8074584007263184,0.742888867855072
91,0.8047862648963928,0.7451111078262329
92,0.8042678236961365,0.7448889017105103
93,0.79276442527771,0.7451111078262329
94,0.7966619729995728,0.7446666955947876
95,0.8492077589035034,0.7362222075462341
96,0.8230679035186768,0.7397778034210205
97,0.8035311102867126,0.7431111335754395
98,0.8223837614059448,0.742222249507904
99,0.8262640237808228,0.7391111254692078
