,mean,error,caloNum
1,0.5365647485787721,0.01671818899447797,1.0
2,-0.04467938431557252,0.019959007203231426,2.0
3,1.326791091284956,0.017117073803484286,3.0
4,0.6571974131546159,0.01728311133621285,4.0
5,2.1114421132505243,0.017659128649435564,5.0
6,1.4004236546098447,0.017469022349445095,6.0
7,2.017440756797845,0.017447441027394154,7.0
8,0.7343185251073682,0.017206042503107817,8.0
9,0.14936855276963173,0.01837449395050216,9.0
10,0.4415941742171989,0.01709239768751762,10.0
11,0.22272067299248083,0.016891080689751575,11.0
12,0.1320120444875529,0.016734845550984374,12.0
13,0.6448889804518252,0.015522265015214485,13.0
14,0.5836212128689902,0.016999022425990797,14.0
15,0.6936027458216159,0.016983760845155023,15.0
16,0.518821280723584,0.017329658034659263,16.0
17,1.292144829818555,0.0170397801877506,17.0
18,1.3590278429557858,0.016783050180403457,18.0
19,0.1855521703446567,0.015695492059686792,19.0
20,0.733484999711299,0.01714615237781063,20.0
21,0.8383944824017644,0.017267121783720727,21.0
22,1.30174695917597,0.017499524016489843,22.0
23,0.4576666677305292,0.01694655283596854,23.0
24,0.9849723505901806,0.01736555713273871,24.0
