,set,caloNum,energyLim,fitLim,c,m,c_err,m_err,redchi
185,1C,18,2500-2700,30-200,2.5156039581453977,-0.0006458345668620924,0.019713381137636394,0.00021567456130456913,0.9068601669143014
186,1C,19,2500-2700,30-200,-1.6565948241253423,-0.0006233081572324809,0.020573689025371194,0.00022502208960931537,1.0458685975197246
187,1C,20,2500-2700,30-200,3.843201603133737,-0.00038836276261965824,0.02205263976583072,0.00024120906538056962,0.8958675970725305
188,1C,21,2500-2700,30-200,0.5252307077689943,-0.0009310867782057178,0.028621287712574165,0.00031321284440046404,0.841931957250806
189,1C,22,2500-2700,30-200,5.009976933194018,-0.0006976409381481085,0.03493827777998478,0.0003823524407852951,1.0196582340088385
190,1C,23,2500-2700,30-200,-0.5269121206181917,-0.00022746521213856658,0.02711014114665735,0.0002965907130265392,1.0645175516544667
191,1C,24,2500-2700,30-200,1.6826266235001492,-0.0007210633542819593,0.02580487333352226,0.0002822992270274398,0.9320854294915794
192,1C,1,2700-2900,30-200,1.3099146122602385,-0.0005920606386433669,0.03291918060138149,0.00035988527614287154,1.0675535160672827
193,1C,2,2700-2900,30-200,-5.300445794282815,0.00015495335913682146,0.055366390523782345,0.0006057148312647021,0.8662476875787182
194,1C,3,2700-2900,30-200,10.04554498180928,0.0010687982761525858,0.0574235230642797,0.0006286119953312803,0.9220069740049719
195,1C,4,2700-2900,30-200,0.695074996758574,-0.0002547302222231157,0.05177008449988699,0.0005660828302260399,0.9985303389661316
196,1C,5,2700-2900,30-200,12.058527564426855,0.0009975316116765684,0.0825272932972124,0.0009051762427412063,1.0719440082182363
197,1C,6,2700-2900,30-200,1.2297014886216417,-0.0005062732901940195,0.05659050085335542,0.0006185291744241119,1.0988336187333128
198,1C,7,2700-2900,30-200,3.9860409805443315,-0.001016809034045496,0.04067604097885027,0.00044550519453220183,1.0599401721426502
199,1C,8,2700-2900,30-200,8.240589591597002,0.00016901613475138962,0.05477298297015195,0.0006002647071911509,0.9443291544698055
200,1C,9,2700-2900,30-200,-5.991150673960567,-0.00048154633442657103,0.056029468739976045,0.0006137185680741507,1.1312204860314086
201,1C,10,2700-2900,30-200,5.964954706219808,-0.0006667140537170918,0.04726694555733729,0.00051759369796734,0.959921401109052
202,1C,11,2700-2900,30-200,-1.5845714675470028,-0.0008448211917766264,0.03711960142218536,0.0004058421693488407,0.9599132706552335
203,1C,12,2700-2900,30-200,2.3742179262578804,-0.000701035477558636,0.031187446114978368,0.00034084852811755017,0.9421763786287021
204,1C,13,2700-2900,30-200,0.9594341975105654,-0.00036011084913058255,0.029153137613149745,0.0003188502415536215,1.116167661216027
205,1C,14,2700-2900,30-200,-1.9140032088673993,-0.000621597390595119,0.032349192391432184,0.0003538028903481216,1.0149939104525585
206,1C,15,2700-2900,30-200,1.1760672448158136,-0.001304642511640898,0.055612800214760984,0.0006093409980453934,1.0749692705570104
207,1C,16,2700-2900,30-200,-3.305242685699189,-0.0007207007713218661,0.048944894830049115,0.0005356928192921808,1.044882069277263
208,1C,17,2700-2900,30-200,-4.202322837868227,-0.0006670098890207688,0.045245355844049685,0.0004949994672030886,1.0126390804372047
209,1C,18,2700-2900,30-200,3.5455358305506963,-0.0007410516111983804,0.029530261793408008,0.0003228559074981072,1.0094177172198397
210,1C,19,2700-2900,30-200,-0.36046691997116587,-0.00013618866610741242,0.030026179505114176,0.00032841175809363786,1.0804712201368725
211,1C,20,2700-2900,30-200,6.503957309310174,-0.0002013507196773767,0.034272003896808664,0.000375100611104206,0.8598096766110448
212,1C,21,2700-2900,30-200,-3.327933451526998,-0.001186992490919643,0.05840047410868604,0.0006397123484946357,1.0214723703682123
